Brewer	Colour	Number	Type	Critical	Colour	Colour	R	G	B
1555	YlGn	9	Sequential	6	1	A	255	255	229
1556	YlGn	9	Sequential	6	2	C	247	252	185
1557	YlGn	9	Sequential	6	3	D	217	240	163
1558	YlGn	9	Sequential	6	4	F	173	221	142
1559	YlGn	9	Sequential	6	5	G	120	198	121
1560	YlGn	9	Sequential	6	6	H	65	171	93
1561	YlGn	9	Sequential	6	7	J	35	132	67
1562	YlGn	9	Sequential	6	8	K	0	104	55
1563	YlGn	9	Sequential	6	9	M	0	69	41
1564	YlGnBu	3	Sequential	6	1	C	237	248	177
1565	YlGnBu	3	Sequential	6	2	F	127	205	187
1566	YlGnBu	3	Sequential	6	3	I	44	127	184
1567	YlGnBu	4	Sequential	6	1	B	255	255	204
1568	YlGnBu	4	Sequential	6	2	E	161	218	180
1569	YlGnBu	4	Sequential	6	3	G	65	182	196
1570	YlGnBu	4	Sequential	6	4	J	34	94	168
1571	YlGnBu	5	Sequential	6	1	B	255	255	204
1572	YlGnBu	5	Sequential	6	2	E	161	218	180
1573	YlGnBu	5	Sequential	6	3	G	65	182	196
1574	YlGnBu	5	Sequential	6	4	I	44	127	184
1575	YlGnBu	5	Sequential	6	5	K	37	52	148
1576	YlGnBu	6	Sequential	6	1	B	255	255	204
1577	YlGnBu	6	Sequential	6	2	D	199	233	180
1578	YlGnBu	6	Sequential	6	3	F	127	205	187
1579	YlGnBu	6	Sequential	6	4	G	65	182	196
1580	YlGnBu	6	Sequential	6	5	I	44	127	184
1581	YlGnBu	6	Sequential	6	6	K	37	52	148
1582	YlGnBu	7	Sequential	6	1	B	255	255	204
1583	YlGnBu	7	Sequential	6	2	D	199	233	180
1584	YlGnBu	7	Sequential	6	3	F	127	205	187
1585	YlGnBu	7	Sequential	6	4	G	65	182	196
1586	YlGnBu	7	Sequential	6	5	H	29	145	192
1587	YlGnBu	7	Sequential	6	6	J	34	94	168
1588	YlGnBu	7	Sequential	6	7	L	12	44	132
1589	YlGnBu	8	Sequential	6	1	A	255	255	217
1590	YlGnBu	8	Sequential	6	2	C	237	248	177
1591	YlGnBu	8	Sequential	6	3	D	199	233	180
1592	YlGnBu	8	Sequential	6	4	F	127	205	187
1593	YlGnBu	8	Sequential	6	5	G	65	182	196
1594	YlGnBu	8	Sequential	6	6	H	29	145	192
1595	YlGnBu	8	Sequential	6	7	J	34	94	168
1596	YlGnBu	8	Sequential	6	8	L	12	44	132
1597	YlGnBu	9	Sequential	6	1	A	255	255	217
1598	YlGnBu	9	Sequential	6	2	C	237	248	177
1599	YlGnBu	9	Sequential	6	3	D	199	233	180
1600	YlGnBu	9	Sequential	6	4	F	127	205	187
1601	YlGnBu	9	Sequential	6	5	G	65	182	196
1602	YlGnBu	9	Sequential	6	6	H	29	145	192
1603	YlGnBu	9	Sequential	6	7	J	34	94	168
1604	YlGnBu	9	Sequential	6	8	K	37	52	148
1605	YlGnBu	9	Sequential	6	9	M	8	29	88
1606	YlOrBr	3	Sequential	6	1	C	255	247	188
1607	YlOrBr	3	Sequential	6	2	F	254	196	79
1608	YlOrBr	3	Sequential	6	3	I	217	95	14
1609	YlOrBr	4	Sequential	6	1	B	255	255	212
1610	YlOrBr	4	Sequential	6	2	E	254	217	142
1611	YlOrBr	4	Sequential	6	3	G	254	153	41
1612	YlOrBr	4	Sequential	6	4	J	204	76	2
1613	YlOrBr	5	Sequential	6	1	B	255	255	212
1614	YlOrBr	5	Sequential	6	2	E	254	217	142
1615	YlOrBr	5	Sequential	6	3	G	254	153	41
1616	YlOrBr	5	Sequential	6	4	I	217	95	14
1617	YlOrBr	5	Sequential	6	5	K	153	52	4
1618	YlOrBr	6	Sequential	6	1	B	255	255	212
1619	YlOrBr	6	Sequential	6	2	D	254	227	145
1620	YlOrBr	6	Sequential	6	3	F	254	196	79
1621	YlOrBr	6	Sequential	6	4	G	254	153	41
1622	YlOrBr	6	Sequential	6	5	I	217	95	14
1623	YlOrBr	6	Sequential	6	6	K	153	52	4
1624	YlOrBr	7	Sequential	6	1	B	255	255	212
1625	YlOrBr	7	Sequential	6	2	D	254	227	145
1626	YlOrBr	7	Sequential	6	3	F	254	196	79
1627	YlOrBr	7	Sequential	6	4	G	254	153	41
1628	YlOrBr	7	Sequential	6	5	H	236	112	20
1629	YlOrBr	7	Sequential	6	6	J	204	76	2
1630	YlOrBr	7	Sequential	6	7	L	140	45	4
1631	YlOrBr	8	Sequential	6	1	A	255	255	229
1632	YlOrBr	8	Sequential	6	2	C	255	247	188
1633	YlOrBr	8	Sequential	6	3	D	254	227	145
1634	YlOrBr	8	Sequential	6	4	F	254	196	79
1635	YlOrBr	8	Sequential	6	5	G	254	153	41
1636	YlOrBr	8	Sequential	6	6	H	236	112	20
1637	YlOrBr	8	Sequential	6	7	J	204	76	2
1638	YlOrBr	8	Sequential	6	8	L	140	45	4
1639	YlOrBr	9	Sequential	6	1	A	255	255	229
1640	YlOrBr	9	Sequential	6	2	C	255	247	188
1641	YlOrBr	9	Sequential	6	3	D	254	227	145
1642	YlOrBr	9	Sequential	6	4	F	254	196	79
1643	YlOrBr	9	Sequential	6	5	G	254	153	41
1644	YlOrBr	9	Sequential	6	6	H	236	112	20
1645	YlOrBr	9	Sequential	6	7	J	204	76	2
1646	YlOrBr	9	Sequential	6	8	K	153	52	4
1647	YlOrBr	9	Sequential	6	9	M	102	37	6
1648	YlOrRd	3	Sequential	6	1	C	255	237	160
1649	YlOrRd	3	Sequential	6	2	F	254	178	76
1650	YlOrRd	3	Sequential	6	3	I	240	59	32
1651	YlOrRd	4	Sequential	6	1	B	255	255	178
1652	YlOrRd	4	Sequential	6	2	E	254	204	92
1653	YlOrRd	4	Sequential	6	3	G	253	141	60
1654	YlOrRd	4	Sequential	6	4	J	227	26	28
1655	YlOrRd	5	Sequential	6	1	B	255	255	178
1656	YlOrRd	5	Sequential	6	2	E	254	204	92
1657	YlOrRd	5	Sequential	6	3	G	253	141	60
1658	YlOrRd	5	Sequential	6	4	I	240	59	32
1659	YlOrRd	5	Sequential	6	5	K	189	0	38
1660	YlOrRd	6	Sequential	6	1	B	255	255	178
1661	YlOrRd	6	Sequential	6	2	D	254	217	118
1662	YlOrRd	6	Sequential	6	3	F	254	178	76
1663	YlOrRd	6	Sequential	6	4	G	253	141	60
1664	YlOrRd	6	Sequential	6	5	I	240	59	32
1665	YlOrRd	6	Sequential	6	6	K	189	0	38
1666	YlOrRd	7	Sequential	6	1	B	255	255	178
1667	YlOrRd	7	Sequential	6	2	D	254	217	118
1668	YlOrRd	7	Sequential	6	3	F	254	178	76
1669	YlOrRd	7	Sequential	6	4	G	253	141	60
1670	YlOrRd	7	Sequential	6	5	H	252	78	42
1671	YlOrRd	7	Sequential	6	6	J	227	26	28
1672	YlOrRd	7	Sequential	6	7	L	177	0	38
1673	YlOrRd	8	Sequential	6	1	A	255	255	204
1674	YlOrRd	8	Sequential	6	2	C	255	237	160
1675	YlOrRd	8	Sequential	6	3	D	254	217	118
1676	YlOrRd	8	Sequential	6	4	F	254	178	76
1677	YlOrRd	8	Sequential	6	5	G	253	141	60
1678	YlOrRd	8	Sequential	6	6	H	252	78	42
1679	YlOrRd	8	Sequential	6	7	J	227	26	28
1680	YlOrRd	8	Sequential	6	8	L	177	0	38
1681	YlOrRd	9	Sequential	6	1	A	255	255	204
1682	YlOrRd	9	Sequential	6	2	C	255	237	160
1683	YlOrRd	9	Sequential	6	3	D	254	217	118
1684	YlOrRd	9	Sequential	6	4	F	254	178	76
1685	YlOrRd	9	Sequential	6	5	G	253	141	60
1686	YlOrRd	9	Sequential	6	6	H	252	78	42
1687	YlOrRd	9	Sequential	6	7	J	227	26	28
1688	YlOrRd	9	Sequential	6	8	K	189	0	38
1689	YlOrRd	9	Sequential	6	9	M	128	0	38
